date,temperature,wind speed,rain,snow
"11:51 AM EDT on May 10, 2015",25.0,18.5,0,0
"12:51 PM EDT on May 10, 2015",28.3,35.2,0,0
"1:51 PM EDT on May 10, 2015",29.4,25.9,0,0
"2:51 PM EDT on May 10, 2015",30.0,31.5,0,0
"3:51 PM EDT on May 10, 2015",28.9,29.6,0,0
"4:51 PM EDT on May 10, 2015",27.8,24.1,0,0
"5:51 PM EDT on May 10, 2015",26.1,24.1,0,0
"6:51 PM EDT on May 10, 2015",25.0,22.2,0,0
"7:51 PM EDT on May 10, 2015",23.9,14.8,0,0
"8:51 AM EDT on May 11, 2015",25.0,18.5,0,0
"9:51 AM EDT on May 11, 2015",26.1,22.2,0,0
"10:51 AM EDT on May 11, 2015",27.2,25.9,0,0
"11:51 AM EDT on May 11, 2015",28.3,22.2,0,0
"12:51 PM EDT on May 11, 2015",28.9,27.8,0,0
"1:51 PM EDT on May 11, 2015",28.9,29.6,0,0
"2:51 PM EDT on May 11, 2015",28.9,27.8,0,0
"3:51 PM EDT on May 11, 2015",29.4,25.9,0,0
"4:51 PM EDT on May 11, 2015",27.2,27.8,0,0
"5:51 PM EDT on May 11, 2015",26.7,29.6,0,0
"6:51 PM EDT on May 11, 2015",25.0,27.8,0,0
"7:51 PM EDT on May 11, 2015",23.3,20.4,0,0
"8:51 AM EDT on May 12, 2015",15.6,5.6,0,0
"9:20 AM EDT on May 12, 2015",16.7,5.6,0,0
"9:51 AM EDT on May 12, 2015",18.3,11.1,0,0
"10:44 AM EDT on May 12, 2015",21.1,5.6,0,0
"10:51 AM EDT on May 12, 2015",21.1,5.6,0,0
"11:51 AM EDT on May 12, 2015",23.3,16.7,0,0
"12:51 PM EDT on May 12, 2015",28.9,13.0,0,0
"1:51 PM EDT on May 12, 2015",29.4,25.9,0,0
"2:51 PM EDT on May 12, 2015",28.3,25.9,0,0
"3:51 PM EDT on May 12, 2015",28.3,31.5,0,0
"4:51 PM EDT on May 12, 2015",26.7,25.9,0,0
"5:51 PM EDT on May 12, 2015",26.1,25.9,0,0
"6:51 PM EDT on May 12, 2015",25.6,25.9,0,0
"7:51 PM EDT on May 12, 2015",24.4,16.7,0,0
"8:51 AM EDT on May 13, 2015",17.2,22.2,0,0
"9:51 AM EDT on May 13, 2015",17.8,24.1,0,0
"10:51 AM EDT on May 13, 2015",18.9,27.8,0,0
"12:51 PM EDT on May 13, 2015",20.6,31.5,0,0
"1:51 PM EDT on May 13, 2015",20.6,22.2,0,0
"2:51 PM EDT on May 13, 2015",18.9,25.9,0,0
"3:51 PM EDT on May 13, 2015",18.3,22.2,0,0
"4:51 PM EDT on May 13, 2015",18.3,22.2,0,0
"5:51 PM EDT on May 13, 2015",18.3,22.2,0,0
"6:51 PM EDT on May 13, 2015",17.8,16.7,0,0
"7:51 PM EDT on May 13, 2015",16.7,24.1,0,0
"8:51 AM EDT on May 14, 2015",15.0,14.8,0,0
"9:51 AM EDT on May 14, 2015",17.2,9.3,0,0
"10:51 AM EDT on May 14, 2015",18.3,7.4,0,0
"11:51 AM EDT on May 14, 2015",18.9,0.0,0,0
"12:51 PM EDT on May 14, 2015",19.4,14.8,0,0
"1:51 PM EDT on May 14, 2015",21.1,14.8,0,0
"2:51 PM EDT on May 14, 2015",20.0,25.9,0,0
"3:51 PM EDT on May 14, 2015",20.6,27.8,0,0
"4:51 PM EDT on May 14, 2015",18.9,25.9,0,0
"5:51 PM EDT on May 14, 2015",17.8,22.2,0,0
"6:51 PM EDT on May 14, 2015",17.2,18.5,0,0
"7:51 PM EDT on May 14, 2015",15.0,11.1,0,0
"8:51 AM EDT on May 15, 2015",16.7,0.0,0,0
"9:51 AM EDT on May 15, 2015",17.8,5.6,0,0
"10:51 AM EDT on May 15, 2015",18.9,11.1,0,0
"11:51 AM EDT on May 15, 2015",20.0,14.8,0,0
"12:51 PM EDT on May 15, 2015",20.0,18.5,0,0
"1:51 PM EDT on May 15, 2015",20.0,20.4,0,0
"2:51 PM EDT on May 15, 2015",20.0,24.1,0,0
"3:51 PM EDT on May 15, 2015",19.4,24.1,0,0
"4:51 PM EDT on May 15, 2015",18.3,24.1,0,0
"5:51 PM EDT on May 15, 2015",18.9,20.4,0,0
"6:51 PM EDT on May 15, 2015",20.0,16.7,0,0
"7:51 PM EDT on May 15, 2015",18.9,18.5,0,0
"8:51 AM EDT on September 09, 2015",26.1,11.1,0,0
"9:51 AM EDT on September 09, 2015",28.3,18.5,0,0
"10:51 AM EDT on September 09, 2015",29.4,25.9,0,0
"11:51 AM EDT on September 09, 2015",30.0,22.2,0,0
"12:51 PM EDT on September 09, 2015",31.1,18.5,0,0
"1:51 PM EDT on September 09, 2015",31.1,24.1,0,0
"2:51 PM EDT on September 09, 2015",31.1,25.9,0,0
"3:51 PM EDT on September 09, 2015",30.6,27.8,0,0
"4:51 PM EDT on September 09, 2015",29.4,25.9,0,0
"5:51 PM EDT on September 09, 2015",27.8,29.6,0,0
"6:51 PM EDT on September 09, 2015",26.1,20.4,0,0
"7:51 PM EDT on September 09, 2015",25.0,18.5,0,0
"8:39 AM EDT on September 10, 2015",23.9,13.0,1,0
"8:51 AM EDT on September 10, 2015",23.9,9.3,1,0
"9:51 AM EDT on September 10, 2015",24.4,13.0,0,0
"10:46 AM EDT on September 10, 2015",24.0,14.8,1,0
"10:51 AM EDT on September 10, 2015",24.4,13.0,1,0
"11:51 AM EDT on September 10, 2015",24.4,18.5,0,0
"12:01 PM EDT on September 10, 2015",24.4,18.5,0,0
"12:44 PM EDT on September 10, 2015",23.3,16.7,1,0
"12:51 PM EDT on September 10, 2015",23.3,16.7,1,0
"1:23 PM EDT on September 10, 2015",22.8,18.5,1,0
"1:51 PM EDT on September 10, 2015",22.8,20.4,0,0
"2:51 PM EDT on September 10, 2015",22.2,18.5,0,0
"3:08 PM EDT on September 10, 2015",22.2,18.5,0,0
"3:28 PM EDT on September 10, 2015",22.2,14.8,0,0
"3:33 PM EDT on September 10, 2015",22.2,14.8,0,0
"3:44 PM EDT on September 10, 2015",21.7,14.8,1,0
"3:51 PM EDT on September 10, 2015",21.7,18.5,1,0
"4:00 PM EDT on September 10, 2015",21.7,13.0,1,0
"4:12 PM EDT on September 10, 2015",21.1,13.0,1,0
"4:20 PM EDT on September 10, 2015",21.1,16.7,1,0
"4:51 PM EDT on September 10, 2015",20.0,22.2,1,0
"5:11 PM EDT on September 10, 2015",19.4,25.9,1,0
"5:43 PM EDT on September 10, 2015",18.9,22.2,1,0
"5:51 PM EDT on September 10, 2015",18.9,16.7,1,0
"6:51 PM EDT on September 10, 2015",18.9,16.7,1,0
"7:51 PM EDT on September 10, 2015",18.9,20.4,0,0
"8:01 AM EDT on September 11, 2015",17.2,18.5,1,0
"8:42 AM EDT on September 11, 2015",17.8,18.5,0,0
"8:51 AM EDT on September 11, 2015",17.8,20.4,0,0
"9:51 AM EDT on September 11, 2015",18.3,24.1,0,0
"10:07 AM EDT on September 11, 2015",18.3,29.6,0,0
"10:41 AM EDT on September 11, 2015",20.0,22.2,0,0
"10:51 AM EDT on September 11, 2015",20.0,24.1,0,0
"11:51 AM EDT on September 11, 2015",18.9,27.8,0,0
"12:03 PM EDT on September 11, 2015",19.4,25.9,0,0
"12:42 PM EDT on September 11, 2015",20.0,22.2,0,0
"12:51 PM EDT on September 11, 2015",20.0,16.7,0,0
"1:51 PM EDT on September 11, 2015",21.1,18.5,0,0
"2:51 PM EDT on September 11, 2015",22.8,14.8,0,0
"3:39 PM EDT on September 11, 2015",23.3,13.0,0,0
"3:51 PM EDT on September 11, 2015",23.3,20.4,0,0
"4:51 PM EDT on September 11, 2015",23.9,16.7,0,0
"5:51 PM EDT on September 11, 2015",23.3,16.7,0,0
"6:51 PM EDT on September 11, 2015",21.7,9.3,0,0
"7:51 PM EDT on September 11, 2015",20.0,5.6,0,0
"8:30 AM EDT on September 12, 2015",17.8,0.0,0,0
"8:51 AM EDT on September 12, 2015",17.8,0.0,0,0
"9:12 AM EDT on September 12, 2015",18.9,0.0,0,0
"9:32 AM EDT on September 12, 2015",20.0,5.6,0,0
"9:51 AM EDT on September 12, 2015",21.1,5.6,0,0
"9:58 AM EDT on September 12, 2015",21.1,5.6,0,0
"10:51 AM EDT on September 12, 2015",22.2,5.6,0,0
"11:51 AM EDT on September 12, 2015",23.9,5.6,0,0
"12:51 PM EDT on September 12, 2015",23.9,7.4,0,0
"1:51 PM EDT on September 12, 2015",24.4,9.3,0,0
"2:51 PM EDT on September 12, 2015",24.4,14.8,0,0
"3:51 PM EDT on September 12, 2015",23.9,16.7,0,0
"4:51 PM EDT on September 12, 2015",22.8,18.5,0,0
"5:51 PM EDT on September 12, 2015",21.7,20.4,0,0
"6:44 PM EDT on September 12, 2015",21.1,13.0,0,0
"6:51 PM EDT on September 12, 2015",21.1,14.8,0,0
"7:23 PM EDT on September 12, 2015",20.0,14.8,0,0
"7:44 PM EDT on September 12, 2015",20.0,14.8,0,0
"7:51 PM EDT on September 12, 2015",20.0,18.5,0,0
"8:30 AM EDT on September 13, 2015",17.2,11.1,0,0
"8:51 AM EDT on September 13, 2015",17.2,7.4,0,0
"9:51 AM EDT on September 13, 2015",17.8,9.3,0,0
"10:51 AM EDT on September 13, 2015",18.3,5.6,0,0
"11:51 AM EDT on September 13, 2015",19.4,7.4,0,0
"12:51 PM EDT on September 13, 2015",20.0,9.3,0,0
"1:51 PM EDT on September 13, 2015",21.1,7.4,0,0
"2:51 PM EDT on September 13, 2015",21.7,9.3,0,0
"3:10 PM EDT on September 13, 2015",21.7,9.3,0,0
"3:51 PM EDT on September 13, 2015",21.7,9.3,0,0
"4:30 PM EDT on September 13, 2015",22.2,7.4,0,0
"4:51 PM EDT on September 13, 2015",21.7,9.3,0,0
"5:51 PM EDT on September 13, 2015",21.7,5.6,0,0
"6:19 PM EDT on September 13, 2015",21.7,13.0,0,0
"6:51 PM EDT on September 13, 2015",20.6,11.1,0,0
"7:07 PM EDT on September 13, 2015",20.6,7.4,0,0
"7:31 PM EDT on September 13, 2015",20.0,9.3,0,0
"7:51 PM EDT on September 13, 2015",19.4,7.4,0,0
"8:51 AM EDT on September 14, 2015",16.1,22.2,0,0
"9:51 AM EDT on September 14, 2015",17.8,22.2,0,0
"10:51 AM EDT on September 14, 2015",19.4,20.4,0,0
"11:51 AM EDT on September 14, 2015",20.0,22.2,0,0
"12:51 PM EDT on September 14, 2015",20.0,25.9,0,0
"1:51 PM EDT on September 14, 2015",20.0,33.3,0,0
"2:51 PM EDT on September 14, 2015",20.0,22.2,0,0
"3:51 PM EDT on September 14, 2015",20.6,22.2,0,0
"4:51 PM EDT on September 14, 2015",21.1,22.2,0,0
"5:51 PM EDT on September 14, 2015",20.6,25.9,0,0
"6:51 PM EDT on September 14, 2015",19.4,14.8,0,0
"7:51 PM EDT on September 14, 2015",18.3,9.3,0,0
"8:51 AM EDT on September 15, 2015",20.0,13.0,0,0
"9:51 AM EDT on September 15, 2015",22.8,11.1,0,0
"10:51 AM EDT on September 15, 2015",24.4,13.0,0,0
"11:51 AM EDT on September 15, 2015",25.6,5.6,0,0
"12:51 PM EDT on September 15, 2015",27.2,7.4,0,0
"1:51 PM EDT on September 15, 2015",27.8,11.1,0,0
"2:51 PM EDT on September 15, 2015",28.3,9.3,0,0
"3:51 PM EDT on September 15, 2015",28.3,14.8,0,0
"4:51 PM EDT on September 15, 2015",28.3,14.8,0,0
"5:51 PM EDT on September 15, 2015",27.2,14.8,0,0
"6:51 PM EDT on September 15, 2015",25.0,9.3,0,0
"7:51 PM EDT on September 15, 2015",23.3,7.4,0,0
"8:51 AM EDT on September 16, 2015",21.7,7.4,0,0
"9:51 AM EDT on September 16, 2015",24.4,0.0,0,0
"10:51 AM EDT on September 16, 2015",25.6,0.0,0,0
"11:51 AM EDT on September 16, 2015",26.7,11.1,0,0
"12:51 PM EDT on September 16, 2015",26.7,11.1,0,0
"1:51 PM EDT on September 16, 2015",27.2,11.1,0,0
"2:51 PM EDT on September 16, 2015",27.2,14.8,0,0
"3:51 PM EDT on September 16, 2015",27.2,18.5,0,0
"4:51 PM EDT on September 16, 2015",26.1,16.7,0,0
"5:51 PM EDT on September 16, 2015",25.0,13.0,0,0
"6:51 PM EDT on September 16, 2015",22.8,11.1,0,0
"7:51 PM EDT on September 16, 2015",21.1,9.3,0,0
"8:51 AM EDT on September 17, 2015",21.7,5.6,0,0
"9:51 AM EDT on September 17, 2015",25.0,11.1,0,0
"10:51 AM EDT on September 17, 2015",27.8,11.1,0,0
"11:51 AM EDT on September 17, 2015",29.4,9.3,0,0
"12:51 PM EDT on September 17, 2015",30.0,9.3,0,0
"1:51 PM EDT on September 17, 2015",28.3,18.5,0,0
"2:51 PM EDT on September 17, 2015",28.3,16.7,0,0
"3:51 PM EDT on September 17, 2015",29.4,16.7,0,0
"4:51 PM EDT on September 17, 2015",28.9,18.5,0,0
"5:51 PM EDT on September 17, 2015",26.7,22.2,0,0
"6:51 PM EDT on September 17, 2015",25.0,13.0,0,0
"7:51 PM EDT on September 17, 2015",22.8,9.3,0,0
"8:51 AM EDT on September 18, 2015",20.6,7.4,0,0
"9:51 AM EDT on September 18, 2015",22.2,7.4,0,0
"10:51 AM EDT on September 18, 2015",25.0,9.3,0,0
"11:51 AM EDT on September 18, 2015",26.7,14.8,0,0
"12:51 PM EDT on September 18, 2015",26.7,14.8,0,0
"1:51 PM EDT on September 18, 2015",26.7,20.4,0,0
"2:51 PM EDT on September 18, 2015",27.2,22.2,0,0
"3:51 PM EDT on September 18, 2015",27.2,18.5,0,0
"4:51 PM EDT on September 18, 2015",26.7,16.7,0,0
"5:51 PM EDT on September 18, 2015",25.6,16.7,0,0
"6:51 PM EDT on September 18, 2015",22.8,14.8,0,0
"7:51 PM EDT on September 18, 2015",21.1,13.0,0,0
"8:20 AM EDT on September 19, 2015",18.9,7.4,0,0
"8:23 AM EDT on September 19, 2015",18.9,7.4,0,0
"8:51 AM EDT on September 19, 2015",18.9,7.4,0,0
"9:09 AM EDT on September 19, 2015",18.9,5.6,0,0
"9:28 AM EDT on September 19, 2015",19.4,5.6,0,0
"9:35 AM EDT on September 19, 2015",19.4,7.4,0,0
"9:51 AM EDT on September 19, 2015",20.6,7.4,0,0
"9:58 AM EDT on September 19, 2015",20.6,7.4,0,0
"10:34 AM EDT on September 19, 2015",21.7,9.3,0,0
"10:51 AM EDT on September 19, 2015",22.8,7.4,0,0
"11:51 AM EDT on September 19, 2015",25.0,14.8,0,0
"12:51 PM EDT on September 19, 2015",25.6,11.1,0,0
"1:51 PM EDT on September 19, 2015",26.1,13.0,0,0
"2:51 PM EDT on September 19, 2015",26.7,22.2,0,0
"3:51 PM EDT on September 19, 2015",25.6,18.5,0,0
"4:51 PM EDT on September 19, 2015",25.0,18.5,0,0
"5:51 PM EDT on September 19, 2015",23.3,16.7,0,0
"6:51 PM EDT on September 19, 2015",21.7,11.1,0,0
"7:51 PM EDT on September 19, 2015",20.6,11.1,0,0
"8:34 AM EDT on September 20, 2015",22.2,13.0,0,0
"8:51 AM EDT on September 20, 2015",21.7,14.8,0,0
"9:51 AM EDT on September 20, 2015",22.2,16.7,0,0
"10:51 AM EDT on September 20, 2015",23.9,18.5,0,0
"11:51 AM EDT on September 20, 2015",25.0,24.1,0,0
"12:51 PM EDT on September 20, 2015",26.1,14.8,0,0
"1:51 PM EDT on September 20, 2015",25.6,20.4,0,0
"2:51 PM EDT on September 20, 2015",26.1,-9999.0,0,0
"3:51 PM EDT on September 20, 2015",25.6,24.1,0,0
"4:51 PM EDT on September 20, 2015",24.4,27.8,0,0
"5:51 PM EDT on September 20, 2015",22.8,16.7,0,0
"6:51 PM EDT on September 20, 2015",20.0,22.2,0,0
"7:51 PM EDT on September 20, 2015",18.9,22.2,0,0
"8:51 AM EDT on September 21, 2015",15.6,24.1,0,0
"9:51 AM EDT on September 21, 2015",17.2,29.6,0,0
"10:51 AM EDT on September 21, 2015",19.4,25.9,0,0
"11:51 AM EDT on September 21, 2015",20.6,25.9,0,0
"12:51 PM EDT on September 21, 2015",21.1,25.9,0,0
"1:51 PM EDT on September 21, 2015",21.1,24.1,0,0
"2:51 PM EDT on September 21, 2015",20.6,31.5,0,0
"3:51 PM EDT on September 21, 2015",20.0,27.8,0,0
"4:51 PM EDT on September 21, 2015",18.9,24.1,0,0
"5:51 PM EDT on September 21, 2015",16.7,18.5,0,0
"6:51 PM EDT on September 21, 2015",15.6,16.7,0,0
"7:51 PM EDT on September 21, 2015",14.4,13.0,0,0
"8:51 AM EDT on September 22, 2015",16.7,22.2,0,0
"9:51 AM EDT on September 22, 2015",18.9,16.7,0,0
"10:51 AM EDT on September 22, 2015",18.9,14.8,0,0
"11:51 AM EDT on September 22, 2015",20.0,14.8,0,0
"12:51 PM EDT on September 22, 2015",21.1,24.1,0,0
"1:51 PM EDT on September 22, 2015",22.8,18.5,0,0
"2:51 PM EDT on September 22, 2015",22.8,24.1,0,0
"3:51 PM EDT on September 22, 2015",22.8,22.2,0,0
"4:51 PM EDT on September 22, 2015",20.6,20.4,0,0
"5:51 PM EDT on September 22, 2015",19.4,16.7,0,0
"6:51 PM EDT on September 22, 2015",17.8,14.8,0,0
"7:51 PM EDT on September 22, 2015",16.7,16.7,0,0
"8:51 AM EDT on September 23, 2015",15.6,11.1,0,0
"9:51 AM EDT on September 23, 2015",18.3,14.8,0,0
"10:51 AM EDT on September 23, 2015",18.7,13.0,0,0
"11:51 AM EDT on September 23, 2015",19.9,16.7,0,0
"12:51 PM EDT on September 23, 2015",22.2,9.3,0,0
"1:51 PM EDT on September 23, 2015",22.9,9.3,0,0
"2:51 PM EDT on September 23, 2015",23.0,14.8,0,0
"3:51 PM EDT on September 23, 2015",23.1,18.5,0,0
"4:51 PM EDT on September 23, 2015",22.0,16.7,0,0
"5:51 PM EDT on September 23, 2015",22.2,11.1,0,0
"6:51 PM EDT on September 23, 2015",19.4,0.0,0,0
"7:51 PM EDT on September 23, 2015",17.2,0.0,0,0
"8:51 AM EDT on September 24, 2015",19.1,18.5,0,0
"9:51 AM EDT on September 24, 2015",20.2,20.4,0,0
"10:51 AM EDT on September 24, 2015",22.3,18.5,0,0
"11:51 AM EDT on September 24, 2015",25.0,18.5,0,0
"12:51 PM EDT on September 24, 2015",25.6,18.5,0,0
"1:51 PM EDT on September 24, 2015",25.6,27.8,0,0
"2:51 PM EDT on September 24, 2015",25.6,27.8,0,0
"3:51 PM EDT on September 24, 2015",24.4,20.4,0,0
"4:51 PM EDT on September 24, 2015",23.3,18.5,0,0
"5:51 PM EDT on September 24, 2015",22.2,14.8,0,0
"6:51 PM EDT on September 24, 2015",19.4,11.1,0,0
"7:51 PM EDT on September 24, 2015",17.2,9.3,0,0
"8:51 AM EDT on September 25, 2015",16.7,14.8,0,0
"9:51 AM EDT on September 25, 2015",18.9,14.8,0,0
"10:51 AM EDT on September 25, 2015",20.0,16.7,0,0
"11:51 AM EDT on September 25, 2015",21.1,18.5,0,0
"12:51 PM EDT on September 25, 2015",21.7,9.3,0,0
"1:51 PM EDT on September 25, 2015",22.2,16.7,0,0
"2:51 PM EDT on September 25, 2015",21.7,11.1,0,0
"3:51 PM EDT on September 25, 2015",21.1,16.7,0,0
"4:51 PM EDT on September 25, 2015",21.1,14.8,0,0
"5:51 PM EDT on September 25, 2015",18.9,16.7,0,0
"6:51 PM EDT on September 25, 2015",17.2,13.0,0,0
"7:51 PM EDT on September 25, 2015",15.6,11.1,0,0
"8:51 AM EDT on September 26, 2015",14.4,20.4,0,0
"9:51 AM EDT on September 26, 2015",16.1,20.4,0,0
"10:51 AM EDT on September 26, 2015",17.8,20.4,0,0
"11:51 AM EDT on September 26, 2015",18.9,20.4,0,0
"12:51 PM EDT on September 26, 2015",20.0,24.1,0,0
"1:51 PM EDT on September 26, 2015",20.0,25.9,0,0
"2:51 PM EDT on September 26, 2015",19.4,18.5,0,0
"3:51 PM EDT on September 26, 2015",18.9,20.4,0,0
"4:51 PM EDT on September 26, 2015",17.2,20.4,0,0
"5:51 PM EDT on September 26, 2015",15.6,14.8,0,0
"6:51 PM EDT on September 26, 2015",13.9,16.7,0,0
"7:51 PM EDT on September 26, 2015",12.2,14.8,0,0
"8:51 AM EDT on September 27, 2015",12.2,7.4,0,0
"10:51 AM EDT on September 27, 2015",16.7,7.4,0,0
"11:51 AM EDT on September 27, 2015",18.3,5.6,0,0
"12:51 PM EDT on September 27, 2015",19.4,5.6,0,0
"1:51 PM EDT on September 27, 2015",21.1,11.1,0,0
"2:51 PM EDT on September 27, 2015",21.1,11.1,0,0
"3:51 PM EDT on September 27, 2015",21.1,16.7,0,0
"4:51 PM EDT on September 27, 2015",20.6,22.2,0,0
"5:51 PM EDT on September 27, 2015",18.9,16.7,0,0
"6:51 PM EDT on September 27, 2015",17.2,11.1,0,0
"7:51 PM EDT on September 27, 2015",16.1,5.6,0,0
"8:51 AM EDT on September 28, 2015",16.1,0.0,0,0
"9:51 AM EDT on September 28, 2015",19.4,0.0,0,0
"10:51 AM EDT on September 28, 2015",22.2,9.3,0,0
"11:51 AM EDT on September 28, 2015",23.3,11.1,0,0
"12:51 PM EDT on September 28, 2015",25.0,13.0,0,0
"1:51 PM EDT on September 28, 2015",24.4,14.8,0,0
"2:51 PM EDT on September 28, 2015",25.6,20.4,0,0
"3:51 PM EDT on September 28, 2015",25.0,20.4,0,0
"4:51 PM EDT on September 28, 2015",24.4,18.5,0,0
"5:51 PM EDT on September 28, 2015",22.2,13.0,0,0
"6:51 PM EDT on September 28, 2015",21.1,13.0,0,0
"7:51 PM EDT on September 28, 2015",20.6,7.4,0,0
"8:51 AM EDT on September 29, 2015",20.6,7.4,0,0
"9:00 AM EDT on September 29, 2015",21.1,9.3,0,0
"9:40 AM EDT on September 29, 2015",21.7,9.3,0,0
"9:51 AM EDT on September 29, 2015",21.7,11.1,1,0
"10:04 AM EDT on September 29, 2015",22.8,11.1,0,0
"10:12 AM EDT on September 29, 2015",23.3,9.3,0,0
"10:39 AM EDT on September 29, 2015",25.0,11.1,0,0
"10:51 AM EDT on September 29, 2015",25.0,7.4,0,0
"11:51 AM EDT on September 29, 2015",26.1,16.7,0,0
"12:23 PM EDT on September 29, 2015",25.0,16.7,0,0
"12:44 PM EDT on September 29, 2015",26.7,20.4,0,0
"12:51 PM EDT on September 29, 2015",26.7,24.1,0,0
"1:27 PM EDT on September 29, 2015",24.4,14.8,0,0
"1:51 PM EDT on September 29, 2015",22.8,22.2,0,0
"2:20 PM EDT on September 29, 2015",25.0,20.4,0,0
"2:39 PM EDT on September 29, 2015",23.9,25.9,0,0
"2:51 PM EDT on September 29, 2015",23.3,22.2,0,0
"3:09 PM EDT on September 29, 2015",23.3,20.4,1,0
"3:51 PM EDT on September 29, 2015",23.9,16.7,0,0
"4:51 PM EDT on September 29, 2015",22.2,18.5,1,0
"5:23 PM EDT on September 29, 2015",21.7,13.0,1,0
"5:43 PM EDT on September 29, 2015",21.7,9.3,0,0
"5:51 PM EDT on September 29, 2015",21.7,11.1,0,0
"6:51 PM EDT on September 29, 2015",21.7,5.6,0,0
"7:01 PM EDT on September 29, 2015",21.7,7.4,0,0
"7:51 PM EDT on September 29, 2015",21.7,11.1,0,0
"8:32 AM EDT on September 30, 2015",22.2,33.3,1,0
"8:44 AM EDT on September 30, 2015",22.8,33.3,1,0
"8:51 AM EDT on September 30, 2015",22.8,31.5,1,0
"9:09 AM EDT on September 30, 2015",22.8,35.2,1,0
"9:39 AM EDT on September 30, 2015",23.3,33.3,1,0
"9:51 AM EDT on September 30, 2015",23.3,33.3,1,0
"10:15 AM EDT on September 30, 2015",23.9,31.5,1,0
"10:48 AM EDT on September 30, 2015",24.0,37.0,1,0
"10:51 AM EDT on September 30, 2015",23.3,40.7,1,0
"11:51 AM EDT on September 30, 2015",23.9,27.8,1,0
"11:59 AM EDT on September 30, 2015",23.9,24.1,0,0
"12:11 PM EDT on September 30, 2015",23.9,22.2,0,0
"12:30 PM EDT on September 30, 2015",23.9,18.5,1,0
"12:48 PM EDT on September 30, 2015",24.0,20.4,1,0
"12:51 PM EDT on September 30, 2015",23.9,20.4,1,0
"1:00 PM EDT on September 30, 2015",24.4,22.2,1,0
"1:07 PM EDT on September 30, 2015",24.4,20.4,1,0
"1:51 PM EDT on September 30, 2015",23.9,27.8,1,0
"2:51 PM EDT on September 30, 2015",23.9,14.8,1,0
"3:10 PM EDT on September 30, 2015",24.4,16.7,0,0
"3:17 PM EDT on September 30, 2015",24.4,16.7,0,0
"3:51 PM EDT on September 30, 2015",24.4,14.8,1,0
"4:00 PM EDT on September 30, 2015",23.9,14.8,1,0
"4:11 PM EDT on September 30, 2015",23.9,20.4,1,0
"4:51 PM EDT on September 30, 2015",21.7,20.4,0,0
"5:51 PM EDT on September 30, 2015",18.9,31.5,0,0
"6:08 PM EDT on September 30, 2015",18.9,29.6,0,0
"6:26 PM EDT on September 30, 2015",18.3,24.1,0,0
"6:51 PM EDT on September 30, 2015",18.3,27.8,0,0
"7:51 PM EDT on September 30, 2015",18.3,22.2,0,0
"8:51 AM EDT on October 01, 2015",12.8,25.9,0,0
"9:51 AM EDT on October 01, 2015",13.3,25.9,0,0
"10:51 AM EDT on October 01, 2015",13.3,24.1,0,0
"11:51 AM EDT on October 01, 2015",13.9,33.3,0,0
"12:51 PM EDT on October 01, 2015",13.9,29.6,0,0
"1:51 PM EDT on October 01, 2015",13.3,29.6,1,0
"2:51 PM EDT on October 01, 2015",13.3,25.9,0,0
"3:51 PM EDT on October 01, 2015",12.8,33.3,1,0
"4:51 PM EDT on October 01, 2015",13.3,31.5,0,0
"5:01 PM EDT on October 01, 2015",13.3,24.1,0,0
"5:28 PM EDT on October 01, 2015",13.3,22.2,0,0
"5:51 PM EDT on October 01, 2015",13.3,33.3,0,0
"6:16 PM EDT on October 01, 2015",13.3,29.6,0,0
"6:51 PM EDT on October 01, 2015",13.3,27.8,0,0
"7:01 PM EDT on October 01, 2015",13.3,25.9,0,0
"7:51 PM EDT on October 01, 2015",13.3,22.2,1,0
"8:51 AM EDT on October 02, 2015",9.4,22.2,1,0
"9:51 AM EDT on October 02, 2015",10.0,20.4,1,0
"10:51 AM EDT on October 02, 2015",9.4,20.4,1,0
"11:51 AM EDT on October 02, 2015",10.0,25.9,1,0
"12:51 PM EDT on October 02, 2015",10.0,29.6,1,0
"1:51 PM EDT on October 02, 2015",10.0,22.2,1,0
"2:51 PM EDT on October 02, 2015",10.0,27.8,1,0
"3:51 PM EDT on October 02, 2015",10.0,24.1,1,0
"4:51 PM EDT on October 02, 2015",10.0,27.8,1,0
"5:51 PM EDT on October 02, 2015",10.0,27.8,1,0
"6:51 PM EDT on October 02, 2015",10.0,25.9,1,0
"7:51 PM EDT on October 02, 2015",10.0,22.2,1,0
"8:07 AM EDT on October 03, 2015",10.6,31.5,0,0
"8:51 AM EDT on October 03, 2015",10.6,33.3,0,0
"9:51 AM EDT on October 03, 2015",11.1,24.1,0,0
"10:51 AM EDT on October 03, 2015",11.1,29.6,0,0
"11:51 AM EDT on October 03, 2015",11.1,42.6,0,0
"12:51 PM EDT on October 03, 2015",11.1,31.5,0,0
"1:51 PM EDT on October 03, 2015",11.1,37.0,0,0
"2:51 PM EDT on October 03, 2015",11.1,33.3,0,0
"3:51 PM EDT on October 03, 2015",11.7,33.3,0,0
"4:51 PM EDT on October 03, 2015",11.7,31.5,0,0
"5:16 PM EDT on October 03, 2015",11.7,38.9,0,0
"5:51 PM EDT on October 03, 2015",11.1,27.8,0,0
"6:06 PM EDT on October 03, 2015",11.1,27.8,0,0
"6:51 PM EDT on October 03, 2015",11.7,24.1,0,0
"7:51 PM EDT on October 03, 2015",11.7,29.6,0,0
"8:51 AM EDT on October 04, 2015",12.8,24.1,0,0
