date,temperature,wind speed,rain,snow
"9:51 PM EDT on June 23, 2015",24.4,27.8,0,0
"10:34 PM EDT on June 23, 2015",23.3,13.0,1,0
"10:51 PM EDT on June 23, 2015",23.3,9.3,1,0
"11:51 PM EDT on June 23, 2015",22.8,11.1,0,0
"12:51 AM EDT on June 24, 2015",21.7,14.8,0,0
"1:51 AM EDT on June 24, 2015",21.1,14.8,0,0
"2:51 AM EDT on June 24, 2015",20.0,14.8,0,0
"3:51 AM EDT on June 24, 2015",19.0,16.7,0,0
"4:51 AM EDT on June 24, 2015",18.9,16.7,0,0
"5:51 AM EDT on June 24, 2015",18.9,11.1,0,0
"6:51 AM EDT on June 24, 2015",19.4,13.0,0,0
"7:51 AM EDT on June 24, 2015",21.7,14.8,0,0
"8:51 AM EDT on June 24, 2015",22.8,16.7,0,0
"9:51 AM EDT on June 24, 2015",23.9,11.1,0,0
"10:51 AM EDT on June 24, 2015",25.0,16.7,0,0
"11:51 AM EDT on June 24, 2015",25.0,16.7,0,0
"12:51 PM EDT on June 24, 2015",25.6,18.5,0,0
"1:51 PM EDT on June 24, 2015",26.7,7.4,0,0
"2:51 PM EDT on June 24, 2015",27.8,24.1,0,0
"3:51 PM EDT on June 24, 2015",28.3,16.7,0,0
"4:51 PM EDT on June 24, 2015",27.8,22.2,0,0
"5:51 PM EDT on June 24, 2015",27.8,22.2,0,0
"6:51 PM EDT on June 24, 2015",27.2,18.5,0,0
"7:51 PM EDT on June 24, 2015",26.1,13.0,0,0
"8:51 PM EDT on June 24, 2015",23.9,11.1,0,0
"9:51 PM EDT on June 24, 2015",22.8,14.8,0,0
"10:51 PM EDT on June 24, 2015",21.7,7.4,0,0
"11:51 PM EDT on June 24, 2015",21.1,7.4,0,0
"12:51 AM EDT on June 25, 2015",19.4,5.6,0,0
"1:51 AM EDT on June 25, 2015",20.0,7.4,0,0
"2:51 AM EDT on June 25, 2015",18.9,5.6,0,0
"3:51 AM EDT on June 25, 2015",18.3,9.3,0,0
"4:51 AM EDT on June 25, 2015",18.3,11.1,0,0
"5:51 AM EDT on June 25, 2015",18.3,11.1,0,0
"6:51 AM EDT on June 25, 2015",19.4,9.3,0,0
"7:51 AM EDT on June 25, 2015",22.2,9.3,0,0
"8:51 AM EDT on June 25, 2015",23.3,16.7,0,0
"9:51 AM EDT on June 25, 2015",23.9,0.0,0,0
"10:51 AM EDT on June 25, 2015",24.4,13.0,0,0
"11:51 AM EDT on June 25, 2015",26.1,7.4,0,0
"12:51 PM EDT on June 25, 2015",27.2,11.1,0,0
"1:51 PM EDT on June 25, 2015",26.1,0.0,0,0
"2:51 PM EDT on June 25, 2015",27.2,22.2,0,0
"3:51 PM EDT on June 25, 2015",27.8,18.5,0,0
"4:51 PM EDT on June 25, 2015",26.7,22.2,0,0
"5:51 PM EDT on June 25, 2015",25.6,18.5,0,0
"6:51 PM EDT on June 25, 2015",23.3,20.4,0,0
"7:51 PM EDT on June 25, 2015",22.8,16.7,0,0
"8:51 PM EDT on June 25, 2015",22.2,13.0,0,0
"9:51 PM EDT on June 25, 2015",21.7,11.1,0,0
"10:51 PM EDT on June 25, 2015",21.7,13.0,1,0
"11:51 PM EDT on June 25, 2015",20.6,11.1,0,0
"12:51 AM EDT on June 26, 2015",20.0,7.4,1,0
"1:51 AM EDT on June 26, 2015",20.0,0.0,0,0
"2:51 AM EDT on June 26, 2015",19.4,0.0,0,0
"3:51 AM EDT on June 26, 2015",20.0,0.0,0,0
"4:51 AM EDT on June 26, 2015",20.0,0.0,0,0
"5:51 AM EDT on June 26, 2015",18.3,9.3,1,0
"6:51 AM EDT on June 26, 2015",18.3,14.8,0,0
"7:51 AM EDT on June 26, 2015",18.3,13.0,0,0
"8:51 AM EDT on June 26, 2015",18.9,20.4,0,0
"9:51 AM EDT on June 26, 2015",20.0,24.1,0,0
"10:51 AM EDT on June 26, 2015",19.4,18.5,0,0
"11:51 AM EDT on June 26, 2015",21.1,25.9,0,0
"12:51 PM EDT on June 26, 2015",22.2,16.7,0,0
"1:51 PM EDT on June 26, 2015",23.3,16.7,0,0
"2:51 PM EDT on June 26, 2015",24.4,22.2,0,0
"3:51 PM EDT on June 26, 2015",24.4,20.4,0,0
"4:51 PM EDT on June 26, 2015",24.4,18.5,0,0
"5:51 PM EDT on June 26, 2015",22.8,18.5,0,0
"6:51 PM EDT on June 26, 2015",22.8,16.7,0,0
"7:51 PM EDT on June 26, 2015",21.7,14.8,0,0
"8:51 PM EDT on June 26, 2015",18.9,11.1,0,0
"9:51 PM EDT on June 26, 2015",17.8,7.4,0,0
"10:51 PM EDT on June 26, 2015",17.2,0.0,0,0
"11:51 PM EDT on June 26, 2015",16.1,0.0,0,0
"12:51 AM EDT on June 27, 2015",15.6,5.6,0,0
"1:51 AM EDT on June 27, 2015",14.4,5.6,0,0
"2:51 AM EDT on June 27, 2015",13.9,0.0,0,0
"3:51 AM EDT on June 27, 2015",13.3,5.6,0,0
"4:51 AM EDT on June 27, 2015",13.3,0.0,0,0
"5:51 AM EDT on June 27, 2015",13.3,7.4,0,0
"6:51 AM EDT on June 27, 2015",15.6,0.0,0,0
"7:51 AM EDT on June 27, 2015",17.8,0.0,0,0
"8:51 AM EDT on June 27, 2015",18.9,7.4,0,0
"9:51 AM EDT on June 27, 2015",20.0,5.6,0,0
"10:51 AM EDT on June 27, 2015",21.7,11.1,0,0
"11:51 AM EDT on June 27, 2015",21.7,13.0,0,0
"12:51 PM EDT on June 27, 2015",21.7,14.8,0,0
"1:51 PM EDT on June 27, 2015",21.1,16.7,0,0
"2:51 PM EDT on June 27, 2015",20.0,14.8,0,0
"3:51 PM EDT on June 27, 2015",20.0,20.4,0,0
"4:51 PM EDT on June 27, 2015",19.4,14.8,0,0
"5:51 PM EDT on June 27, 2015",18.9,18.5,1,0
"6:51 PM EDT on June 27, 2015",18.3,11.1,1,0
"7:51 PM EDT on June 27, 2015",17.8,9.3,1,0
"8:51 PM EDT on June 27, 2015",17.2,16.7,1,0
"9:51 PM EDT on June 27, 2015",16.1,14.8,1,0
"10:51 PM EDT on June 27, 2015",15.6,14.8,1,0
"11:51 PM EDT on June 27, 2015",15.0,16.7,1,0
"12:51 AM EDT on June 28, 2015",15.6,27.8,1,0
"1:51 AM EDT on June 28, 2015",15.0,22.2,1,0
"2:28 AM EDT on June 28, 2015",15.0,20.4,0,0
"2:51 AM EDT on June 28, 2015",15.0,18.5,1,0
"3:17 AM EDT on June 28, 2015",15.0,20.4,1,0
"3:26 AM EDT on June 28, 2015",15.0,20.4,1,0
"3:39 AM EDT on June 28, 2015",15.6,18.5,1,0
"3:51 AM EDT on June 28, 2015",15.6,18.5,1,0
"4:29 AM EDT on June 28, 2015",16.1,14.8,1,0
"4:33 AM EDT on June 28, 2015",16.1,18.5,1,0
"4:51 AM EDT on June 28, 2015",16.7,22.2,1,0
"5:06 AM EDT on June 28, 2015",16.7,20.4,1,0
"5:51 AM EDT on June 28, 2015",17.2,16.7,1,0
"6:51 AM EDT on June 28, 2015",17.2,20.4,1,0
"7:24 AM EDT on June 28, 2015",17.2,18.5,1,0
"7:29 AM EDT on June 28, 2015",17.2,14.8,1,0
"7:51 AM EDT on June 28, 2015",17.2,18.5,1,0
"8:51 AM EDT on June 28, 2015",17.2,20.4,1,0
"9:35 AM EDT on June 28, 2015",17.8,18.5,0,0
"9:51 AM EDT on June 28, 2015",17.8,20.4,0,0
"9:57 AM EDT on June 28, 2015",17.8,20.4,0,0
"10:07 AM EDT on June 28, 2015",17.8,18.5,0,0
"10:51 AM EDT on June 28, 2015",18.3,18.5,0,0
"11:51 AM EDT on June 28, 2015",18.3,24.1,0,0
"12:26 PM EDT on June 28, 2015",18.3,18.5,0,0
"12:51 PM EDT on June 28, 2015",17.8,20.4,0,0
"1:09 PM EDT on June 28, 2015",17.8,24.1,0,0
"1:51 PM EDT on June 28, 2015",17.8,24.1,0,0
"2:51 PM EDT on June 28, 2015",17.8,22.2,1,0
"3:27 PM EDT on June 28, 2015",17.8,20.4,0,0
"3:51 PM EDT on June 28, 2015",17.2,24.1,0,0
"4:51 PM EDT on June 28, 2015",16.7,18.5,0,0
"5:51 PM EDT on June 28, 2015",15.6,18.5,1,0
"6:21 PM EDT on June 28, 2015",15.6,16.7,1,0
"6:38 PM EDT on June 28, 2015",15.6,14.8,0,0
"6:51 PM EDT on June 28, 2015",15.6,16.7,0,0
"7:22 PM EDT on June 28, 2015",15.0,11.1,0,0
"7:51 PM EDT on June 28, 2015",14.4,11.1,1,0
"8:16 PM EDT on June 28, 2015",13.9,14.8,0,0
"8:27 PM EDT on June 28, 2015",13.9,16.7,0,0
"8:48 PM EDT on June 28, 2015",14.0,14.8,0,0
"8:51 PM EDT on June 28, 2015",13.9,13.0,0,0
"8:57 PM EDT on June 28, 2015",13.9,13.0,0,0
"9:12 PM EDT on June 28, 2015",13.3,18.5,0,0
"9:40 PM EDT on June 28, 2015",13.3,14.8,0,0
"9:51 PM EDT on June 28, 2015",13.3,9.3,0,0
"10:04 PM EDT on June 28, 2015",13.3,11.1,0,0
"10:51 PM EDT on June 28, 2015",12.8,14.8,0,0
"11:19 PM EDT on June 28, 2015",12.8,13.0,0,0
"11:51 PM EDT on June 28, 2015",12.8,9.3,0,0
"12:37 AM EDT on June 29, 2015",12.2,11.1,0,0
"12:51 AM EDT on June 29, 2015",12.2,11.1,0,0
"1:01 AM EDT on June 29, 2015",12.2,11.1,0,0
"1:29 AM EDT on June 29, 2015",12.2,5.6,0,0
"1:51 AM EDT on June 29, 2015",12.2,5.6,0,0
"2:19 AM EDT on June 29, 2015",12.2,7.4,0,0
"2:51 AM EDT on June 29, 2015",12.2,5.6,0,0
"3:26 AM EDT on June 29, 2015",12.2,0.0,0,0
"3:35 AM EDT on June 29, 2015",12.8,0.0,0,0
"3:51 AM EDT on June 29, 2015",12.2,5.6,0,0
"4:02 AM EDT on June 29, 2015",12.2,0.0,0,0
"4:11 AM EDT on June 29, 2015",12.8,0.0,0,0
"5:51 AM EDT on June 29, 2015",13.3,0.0,0,0
"6:51 AM EDT on June 29, 2015",13.9,0.0,0,0
"7:51 AM EDT on June 29, 2015",15.0,0.0,0,0
"8:10 AM EDT on June 29, 2015",15.6,5.6,0,0
"8:29 AM EDT on June 29, 2015",15.6,0.0,0,0
"8:51 AM EDT on June 29, 2015",16.7,5.6,0,0
"9:28 AM EDT on June 29, 2015",17.8,9.3,0,0
"9:51 AM EDT on June 29, 2015",18.3,7.4,0,0
"10:51 AM EDT on June 29, 2015",20.6,18.5,0,0
"11:20 AM EDT on June 29, 2015",20.6,20.4,0,0
"11:51 AM EDT on June 29, 2015",21.1,13.0,0,0
"12:51 PM EDT on June 29, 2015",21.7,13.0,0,0
"1:51 PM EDT on June 29, 2015",22.8,7.4,0,0
"2:51 PM EDT on June 29, 2015",23.3,14.8,0,0
"3:51 PM EDT on June 29, 2015",23.3,14.8,0,0
"4:51 PM EDT on June 29, 2015",22.8,16.7,0,0
"5:51 PM EDT on June 29, 2015",23.3,22.2,0,0
"6:51 PM EDT on June 29, 2015",22.8,20.4,0,0
"7:51 PM EDT on June 29, 2015",22.2,7.4,0,0
"8:51 PM EDT on June 29, 2015",20.0,11.1,0,0
"9:51 PM EDT on June 29, 2015",18.9,14.8,0,0
"10:51 PM EDT on June 29, 2015",17.8,7.4,0,0
"11:51 PM EDT on June 29, 2015",18.9,11.1,0,0
"12:51 AM EDT on June 30, 2015",17.8,11.1,0,0
"1:51 AM EDT on June 30, 2015",16.7,7.4,0,0
"2:51 AM EDT on June 30, 2015",16.7,9.3,0,0
"3:51 AM EDT on June 30, 2015",16.1,0.0,0,0
"4:51 AM EDT on June 30, 2015",15.6,0.0,0,0
"5:51 AM EDT on June 30, 2015",16.7,0.0,0,0
"6:51 AM EDT on June 30, 2015",18.3,0.0,0,0
"7:51 AM EDT on June 30, 2015",20.0,0.0,0,0
"8:51 AM EDT on June 30, 2015",21.7,14.8,0,0
"9:51 AM EDT on June 30, 2015",23.9,7.4,0,0
"10:51 AM EDT on June 30, 2015",24.4,7.4,0,0
"11:51 AM EDT on June 30, 2015",25.6,11.1,0,0
"12:51 PM EDT on June 30, 2015",26.1,13.0,0,0
"1:51 PM EDT on June 30, 2015",27.2,22.2,0,0
"2:51 PM EDT on June 30, 2015",27.2,22.2,0,0
"3:51 PM EDT on June 30, 2015",26.7,14.8,0,0
"4:51 PM EDT on June 30, 2015",26.7,18.5,0,0
"5:51 PM EDT on June 30, 2015",25.6,16.7,0,0
"6:51 PM EDT on June 30, 2015",22.8,16.7,0,0
"7:51 PM EDT on June 30, 2015",21.7,11.1,0,0
"8:51 PM EDT on June 30, 2015",21.1,11.1,0,0
"9:51 PM EDT on June 30, 2015",20.6,16.7,0,0
"10:51 PM EDT on June 30, 2015",20.0,7.4,0,0
"11:51 PM EDT on June 30, 2015",20.0,9.3,0,0
"1:51 AM EDT on July 01, 2015",18.9,0.0,0,0
"2:51 AM EDT on July 01, 2015",18.9,0.0,0,0
"3:51 AM EDT on July 01, 2015",19.4,5.6,0,0
"4:51 AM EDT on July 01, 2015",19.4,11.1,0,0
"5:26 AM EDT on July 01, 2015",19.4,5.6,0,0
"5:51 AM EDT on July 01, 2015",20.0,9.3,0,0
"6:34 AM EDT on July 01, 2015",20.0,11.1,1,0
"6:51 AM EDT on July 01, 2015",20.0,14.8,1,0
"7:35 AM EDT on July 01, 2015",19.4,22.2,1,0
"7:44 AM EDT on July 01, 2015",19.4,22.2,1,0
"7:51 AM EDT on July 01, 2015",19.4,27.8,1,0
"8:03 AM EDT on July 01, 2015",19.4,16.7,1,0
"8:31 AM EDT on July 01, 2015",20.0,24.1,1,0
"8:51 AM EDT on July 01, 2015",19.4,22.2,1,0
"9:51 AM EDT on July 01, 2015",20.0,18.5,0,0
"10:26 AM EDT on July 01, 2015",21.1,16.7,0,0
"10:51 AM EDT on July 01, 2015",21.7,16.7,0,0
"11:51 AM EDT on July 01, 2015",23.9,22.2,0,0
"12:02 PM EDT on July 01, 2015",23.9,22.2,0,0
"12:51 PM EDT on July 01, 2015",26.1,18.5,0,0
"1:51 PM EDT on July 01, 2015",26.7,31.5,0,0
"2:51 PM EDT on July 01, 2015",26.7,33.3,0,0
"3:51 PM EDT on July 01, 2015",26.7,22.2,0,0
"4:51 PM EDT on July 01, 2015",26.7,31.5,0,0
"5:51 PM EDT on July 01, 2015",26.1,27.8,0,0
"6:51 PM EDT on July 01, 2015",25.0,22.2,0,0
"7:51 PM EDT on July 01, 2015",23.9,22.2,0,0
"8:51 PM EDT on July 01, 2015",22.8,14.8,0,0
"9:51 PM EDT on July 01, 2015",22.8,20.4,0,0
"10:51 PM EDT on July 01, 2015",22.2,16.7,0,0
"11:51 PM EDT on July 01, 2015",21.7,9.3,0,0
"12:51 AM EDT on July 02, 2015",21.1,13.0,0,0
"1:51 AM EDT on July 02, 2015",20.0,13.0,0,0
"2:51 AM EDT on July 02, 2015",18.9,11.1,0,0
"3:51 AM EDT on July 02, 2015",18.3,11.1,0,0
"4:51 AM EDT on July 02, 2015",17.8,0.0,0,0
"5:51 AM EDT on July 02, 2015",17.8,11.1,0,0
"6:51 AM EDT on July 02, 2015",18.9,9.3,0,0
"7:51 AM EDT on July 02, 2015",21.1,9.3,0,0
"8:51 AM EDT on July 02, 2015",22.2,7.4,0,0
"9:51 AM EDT on July 02, 2015",23.9,-9999.0,0,0
"10:51 AM EDT on July 02, 2015",24.4,13.0,0,0
"11:51 AM EDT on July 02, 2015",25.6,16.7,0,0
"12:51 PM EDT on July 02, 2015",25.0,16.7,0,0
"1:51 PM EDT on July 02, 2015",25.0,14.8,0,0
"2:51 PM EDT on July 02, 2015",24.4,14.8,0,0
"3:51 PM EDT on July 02, 2015",25.6,13.0,0,0
"4:51 PM EDT on July 02, 2015",25.6,14.8,0,0
"5:51 PM EDT on July 02, 2015",25.6,11.1,0,0
"6:51 PM EDT on July 02, 2015",25.0,7.4,0,0
"7:51 PM EDT on July 02, 2015",23.3,5.6,0,0
"8:51 PM EDT on July 02, 2015",22.8,7.4,0,0
"9:51 PM EDT on July 02, 2015",22.8,0.0,0,0
"10:51 PM EDT on July 02, 2015",22.2,0.0,0,0
"11:51 PM EDT on July 02, 2015",21.7,0.0,0,0
"12:51 AM EDT on July 03, 2015",21.1,7.4,0,0
"1:51 AM EDT on July 03, 2015",20.6,9.3,0,0
"2:51 AM EDT on July 03, 2015",20.0,13.0,0,0
"3:51 AM EDT on July 03, 2015",18.9,14.8,0,0
"4:51 AM EDT on July 03, 2015",17.8,11.1,0,0
"5:51 AM EDT on July 03, 2015",17.2,14.8,0,0
"6:51 AM EDT on July 03, 2015",18.3,11.1,0,0
"7:51 AM EDT on July 03, 2015",20.6,14.8,0,0
"8:51 AM EDT on July 03, 2015",22.2,16.7,0,0
"9:51 AM EDT on July 03, 2015",23.3,16.7,0,0
"10:51 AM EDT on July 03, 2015",23.9,13.0,0,0
"11:51 AM EDT on July 03, 2015",24.4,9.3,0,0
"12:51 PM EDT on July 03, 2015",25.6,7.4,0,0
"1:51 PM EDT on July 03, 2015",26.1,14.8,0,0
"2:51 PM EDT on July 03, 2015",26.1,14.8,0,0
"3:51 PM EDT on July 03, 2015",25.0,20.4,0,0
"4:51 PM EDT on July 03, 2015",25.0,18.5,0,0
"5:51 PM EDT on July 03, 2015",24.4,22.2,0,0
"6:51 PM EDT on July 03, 2015",22.8,22.2,0,0
"7:51 PM EDT on July 03, 2015",21.1,14.8,0,0
"8:51 PM EDT on July 03, 2015",20.0,9.3,0,0
"9:51 PM EDT on July 03, 2015",18.9,9.3,0,0
"10:51 PM EDT on July 03, 2015",18.3,5.6,0,0
"11:51 PM EDT on July 03, 2015",17.8,7.4,0,0
"12:51 AM EDT on July 04, 2015",17.2,5.6,0,0
"1:51 AM EDT on July 04, 2015",17.2,5.6,0,0
"2:51 AM EDT on July 04, 2015",17.2,0.0,0,0
"3:51 AM EDT on July 04, 2015",17.2,0.0,0,0
"4:51 AM EDT on July 04, 2015",16.7,0.0,0,0
"5:51 AM EDT on July 04, 2015",17.2,0.0,0,0
"6:51 AM EDT on July 04, 2015",18.3,0.0,0,0
"7:51 AM EDT on July 04, 2015",18.9,0.0,0,0
"8:51 AM EDT on July 04, 2015",20.6,5.6,0,0
"9:51 AM EDT on July 04, 2015",20.6,5.6,0,0
"10:51 AM EDT on July 04, 2015",21.1,7.4,0,0
"11:51 AM EDT on July 04, 2015",22.8,11.1,0,0
"12:51 PM EDT on July 04, 2015",22.8,7.4,0,0
"1:51 PM EDT on July 04, 2015",22.8,0.0,0,0
"2:51 PM EDT on July 04, 2015",23.3,0.0,0,0
"3:51 PM EDT on July 04, 2015",23.3,0.0,0,0
"4:51 PM EDT on July 04, 2015",22.8,7.4,0,0
"5:51 PM EDT on July 04, 2015",22.8,7.4,1,0
"6:51 PM EDT on July 04, 2015",23.3,11.1,0,0
"7:51 PM EDT on July 04, 2015",22.2,11.1,0,0
"9:51 PM EDT on July 04, 2015",18.9,9.3,0,0
"10:51 PM EDT on July 04, 2015",19.0,7.4,0,0
"11:51 PM EDT on July 04, 2015",17.8,0.0,0,0
"12:51 AM EDT on July 05, 2015",16.7,5.6,0,0
"1:15 AM EDT on July 05, 2015",16.7,5.6,0,0
"1:51 AM EDT on July 05, 2015",16.1,7.4,0,0
"2:51 AM EDT on July 05, 2015",16.1,7.4,0,0
"3:51 AM EDT on July 05, 2015",15.6,9.3,0,0
"4:51 AM EDT on July 05, 2015",15.0,7.4,0,0
"5:51 AM EDT on July 05, 2015",15.6,9.3,0,0
"6:51 AM EDT on July 05, 2015",17.2,13.0,0,0
"7:51 AM EDT on July 05, 2015",19.4,13.0,0,0
"8:51 AM EDT on July 05, 2015",22.2,11.1,0,0
"9:51 AM EDT on July 05, 2015",23.3,7.4,0,0
"10:51 AM EDT on July 05, 2015",25.0,7.4,0,0
"11:51 AM EDT on July 05, 2015",26.1,0.0,0,0
"12:51 PM EDT on July 05, 2015",27.8,13.0,0,0
"1:51 PM EDT on July 05, 2015",27.8,18.5,0,0
"2:51 PM EDT on July 05, 2015",28.3,14.8,0,0
"3:51 PM EDT on July 05, 2015",28.9,16.7,0,0
"4:51 PM EDT on July 05, 2015",28.3,20.4,0,0
"5:51 PM EDT on July 05, 2015",27.8,18.5,0,0
"6:51 PM EDT on July 05, 2015",27.2,13.0,0,0
"7:51 PM EDT on July 05, 2015",24.4,13.0,0,0
"8:51 PM EDT on July 05, 2015",23.3,14.8,0,0
"9:51 PM EDT on July 05, 2015",22.8,13.0,0,0
"10:51 PM EDT on July 05, 2015",21.7,11.1,0,0
"11:51 PM EDT on July 05, 2015",21.1,13.0,0,0
"12:51 AM EDT on July 06, 2015",20.0,16.7,0,0
"1:51 AM EDT on July 06, 2015",20.0,11.1,0,0
"2:51 AM EDT on July 06, 2015",19.4,0.0,0,0
"3:51 AM EDT on July 06, 2015",18.9,5.6,0,0
"4:51 AM EDT on July 06, 2015",18.3,5.6,0,0
"5:51 AM EDT on July 06, 2015",17.8,0.0,0,0
"6:51 AM EDT on July 06, 2015",18.9,5.6,0,0
"7:51 AM EDT on July 06, 2015",20.6,5.6,0,0
"8:51 AM EDT on July 06, 2015",22.8,5.6,0,0
"9:51 AM EDT on July 06, 2015",24.4,7.4,0,0
"10:51 AM EDT on July 06, 2015",26.1,7.4,0,0
"11:51 AM EDT on July 06, 2015",27.8,9.3,0,0
"12:51 PM EDT on July 06, 2015",27.8,18.5,0,0
"1:51 PM EDT on July 06, 2015",26.7,16.7,0,0
"2:51 PM EDT on July 06, 2015",27.8,24.1,0,0
"3:51 PM EDT on July 06, 2015",28.3,18.5,0,0
"4:51 PM EDT on July 06, 2015",27.8,13.0,0,0
"5:51 PM EDT on July 06, 2015",26.7,18.5,0,0
"6:51 PM EDT on July 06, 2015",25.6,18.5,0,0
"7:51 PM EDT on July 06, 2015",23.3,13.0,0,0
"8:51 PM EDT on July 06, 2015",22.2,11.1,0,0
"9:51 PM EDT on July 06, 2015",21.1,7.4,0,0
"10:51 PM EDT on July 06, 2015",20.0,7.4,0,0
"11:51 PM EDT on July 06, 2015",20.0,5.6,0,0
"12:51 AM EDT on July 07, 2015",19.4,0.0,0,0
"1:51 AM EDT on July 07, 2015",19.4,0.0,0,0
"2:51 AM EDT on July 07, 2015",19.4,0.0,0,0
"3:21 AM EDT on July 07, 2015",20.0,0.0,0,0
"3:51 AM EDT on July 07, 2015",20.6,5.6,0,0
"4:31 AM EDT on July 07, 2015",20.6,0.0,0,0
"4:51 AM EDT on July 07, 2015",20.6,0.0,0,0
"5:11 AM EDT on July 07, 2015",20.6,0.0,0,0
"5:51 AM EDT on July 07, 2015",21.1,0.0,0,0
"6:12 AM EDT on July 07, 2015",21.1,0.0,0,0
"6:51 AM EDT on July 07, 2015",21.7,5.6,0,0
"7:51 AM EDT on July 07, 2015",22.8,11.1,0,0
"8:51 AM EDT on July 07, 2015",22.8,13.0,0,0
"9:51 AM EDT on July 07, 2015",23.9,13.0,0,0
"10:18 AM EDT on July 07, 2015",24.4,11.1,0,0
"10:39 AM EDT on July 07, 2015",24.4,11.1,0,0
"10:51 AM EDT on July 07, 2015",25.0,18.5,0,0
"11:02 AM EDT on July 07, 2015",24.4,20.4,0,0
"11:51 AM EDT on July 07, 2015",25.6,20.4,0,0
"12:06 PM EDT on July 07, 2015",25.0,9.3,0,0
"12:24 PM EDT on July 07, 2015",25.6,25.9,0,0
"12:49 PM EDT on July 07, 2015",27.0,27.8,0,0
"12:51 PM EDT on July 07, 2015",26.7,24.1,0,0
"1:51 PM EDT on July 07, 2015",26.7,29.6,1,0
"2:51 PM EDT on July 07, 2015",26.1,22.2,1,0
"3:13 PM EDT on July 07, 2015",25.6,22.2,1,0
"3:51 PM EDT on July 07, 2015",26.1,24.1,0,0
"4:51 PM EDT on July 07, 2015",26.7,24.1,0,0
"5:51 PM EDT on July 07, 2015",26.1,24.1,0,0
"6:51 PM EDT on July 07, 2015",25.6,29.6,0,0
"7:51 PM EDT on July 07, 2015",25.0,16.7,0,0
"8:06 PM EDT on July 07, 2015",25.0,25.9,0,0
"8:40 PM EDT on July 07, 2015",24.4,25.9,0,0
"8:51 PM EDT on July 07, 2015",24.4,14.8,0,0
"9:17 PM EDT on July 07, 2015",24.4,20.4,0,0
"9:51 PM EDT on July 07, 2015",23.9,16.7,0,0
"10:51 PM EDT on July 07, 2015",23.9,16.7,0,0
"11:51 PM EDT on July 07, 2015",23.9,11.1,0,0
"12:51 AM EDT on July 08, 2015",23.3,11.1,0,0
"1:32 AM EDT on July 08, 2015",22.8,13.0,0,0
"1:51 AM EDT on July 08, 2015",22.8,7.4,0,0
"2:51 AM EDT on July 08, 2015",22.2,7.4,0,0
"3:51 AM EDT on July 08, 2015",22.2,9.3,0,0
"4:51 AM EDT on July 08, 2015",22.2,5.6,0,0
"5:51 AM EDT on July 08, 2015",22.8,7.4,0,0
"6:51 AM EDT on July 08, 2015",24.4,9.3,0,0
"7:51 AM EDT on July 08, 2015",26.1,11.1,0,0
"8:51 AM EDT on July 08, 2015",26.1,18.5,0,0
"9:51 AM EDT on July 08, 2015",26.1,20.4,1,0
"10:51 AM EDT on July 08, 2015",26.1,18.5,1,0
"11:51 AM EDT on July 08, 2015",26.7,16.7,0,0
"12:51 PM EDT on July 08, 2015",27.8,14.8,0,0
"1:51 PM EDT on July 08, 2015",28.9,11.1,0,0
"2:51 PM EDT on July 08, 2015",30.6,5.6,0,0
"3:23 PM EDT on July 08, 2015",28.3,5.6,0,0
"3:37 PM EDT on July 08, 2015",25.6,18.5,1,0
"3:42 PM EDT on July 08, 2015",25.0,22.2,1,0
"3:46 PM EDT on July 08, 2015",24.0,22.2,1,0
"3:51 PM EDT on July 08, 2015",23.9,14.8,1,0
"4:06 PM EDT on July 08, 2015",25.6,5.6,0,0
"4:51 PM EDT on July 08, 2015",26.7,14.8,0,0
"5:51 PM EDT on July 08, 2015",27.2,9.3,0,0
"6:51 PM EDT on July 08, 2015",26.7,11.1,0,0
"7:36 PM EDT on July 08, 2015",24.4,16.7,1,0
"7:51 PM EDT on July 08, 2015",23.9,11.1,1,0
"8:01 PM EDT on July 08, 2015",23.9,11.1,1,0
"8:51 PM EDT on July 08, 2015",23.9,11.1,0,0
"9:51 PM EDT on July 08, 2015",23.9,0.0,0,0
"10:51 PM EDT on July 08, 2015",24.4,11.1,0,0
"11:22 PM EDT on July 08, 2015",22.8,14.8,0,0
"11:31 PM EDT on July 08, 2015",22.8,14.8,0,0
"11:51 PM EDT on July 08, 2015",22.2,13.0,0,0
"12:02 AM EDT on July 09, 2015",22.2,11.1,0,0
"12:51 AM EDT on July 09, 2015",22.2,14.8,0,0
"1:51 AM EDT on July 09, 2015",21.1,18.5,0,0
"2:51 AM EDT on July 09, 2015",20.0,16.7,0,0
"3:51 AM EDT on July 09, 2015",19.4,18.5,0,0
"4:51 AM EDT on July 09, 2015",19.4,14.8,0,0
"5:51 AM EDT on July 09, 2015",18.9,14.8,0,0
"6:51 AM EDT on July 09, 2015",19.4,18.5,0,0
"7:51 AM EDT on July 09, 2015",20.0,16.7,0,0
"8:51 AM EDT on July 09, 2015",20.6,9.3,0,0
"9:51 AM EDT on July 09, 2015",21.7,16.7,0,0
"10:51 AM EDT on July 09, 2015",22.2,11.1,0,0
"11:51 AM EDT on July 09, 2015",23.3,5.6,0,0
"12:51 PM EDT on July 09, 2015",24.4,0.0,0,0
"1:51 PM EDT on July 09, 2015",24.4,5.6,0,0
"2:51 PM EDT on July 09, 2015",24.4,5.6,0,0
"3:51 PM EDT on July 09, 2015",25.0,14.8,0,0
"4:51 PM EDT on July 09, 2015",23.9,14.8,0,0
"5:51 PM EDT on July 09, 2015",23.3,14.8,0,0
